X Position,Y Position,GR Shear Correlation,DGQG Shear Correlation,Deviation from GR,Deviation from DGQG
-3.8235294117647056,-5.0,6.138020026215146e-11,6.134019846324018e-11,-6.138013322691391e-11,-6.134013142800263e-11
-3.784313725490196,-5.0,7.178192842585832e-11,7.176912165285687e-11,-7.178146464296461e-11,-7.176865786996315e-11
-3.7450980392156863,-5.0,8.381552260889675e-11,8.384144387940994e-11,-8.38149300274929e-11,-8.384085129800608e-11
-3.7058823529411766,-5.0,9.771380386455402e-11,9.779125788039552e-11,-9.771339745248208e-11,-9.779085146832358e-11
-3.666666666666667,-5.0,1.1373892398925706e-10,1.1388143253250445e-10,-1.1373809448701559e-10,-1.1388060303026298e-10
-3.627450980392157,-5.0,1.3218544642967024e-10,1.3240644067216632e-10,-1.3218490621772405e-10,-1.3240590046022013e-10
-3.588235294117647,-5.0,1.5338365878688564e-10,1.536953982540178e-10,-1.5338343662110949e-10,-1.5369517608824164e-10
-3.549019607843137,-5.0,1.7770312079561076e-10,1.781153349565812e-10,-1.7770251051711303e-10,-1.7811472467808346e-10
-3.5098039215686274,-5.0,2.0555644942221819e-10,2.0607471960449292e-10,-2.0555565522337952e-10,-2.0607392540565426e-10
-3.4705882352941178,-5.0,2.374033400980077e-10,2.3802726637908877e-10,-2.374026117647817e-10,-2.380265380458628e-10
-3.431372549019608,-5.0,2.737548200591691e-10,2.744760491702093e-10,-2.7375449916268487e-10,-2.744757282737251e-10
-3.392156862745098,-5.0,3.151777262823282e-10,3.159779509651365e-10,-3.1517681042249723e-10,-3.159770351053055e-10
-3.3529411764705883,-5.0,3.6229939656799346e-10,3.6314847225013143e-10,-3.6229917053825904e-10,-3.63148246220397e-10
-3.313725490196078,-5.0,4.158125579228461e-10,4.166669164316845e-10,-4.1581232799480043e-10,-4.166666865036388e-10
-3.2745098039215685,-5.0,4.764803915211898e-10,4.772819607752687e-10,-4.7648011012172e-10,-4.772816793757989e-10
-3.235294117647059,-5.0,5.45141748188954e-10,5.458176079535361e-10,-5.451416709558352e-10,-5.458175307204173e-10
-3.196078431372549,-5.0,6.227164825621479e-10,6.231794958146414e-10,-6.227160639415041e-10,-6.231790771939975e-10
-3.1568627450980395,-5.0,7.102108678467982e-10,7.103615214533676e-10,-7.102104990754711e-10,-7.103611526820405e-10
-3.1176470588235294,-5.0,8.087230464815444e-10,8.084527103549038e-10,-8.087225658019952e-10,-8.084522296753546e-10
-3.0784313725490193,-5.0,9.194484650209898e-10,9.186442328010494e-10,-9.194480751174712e-10,-9.186438428975309e-10
-3.0392156862745097,-5.0,1.0436852342747954e-09,1.0422364386806794e-09,-1.0436849587492258e-09,-1.0422361631551098e-09
-3.0,-5.0,1.1828393482243334e-09,1.18064574944035e-09,-1.182839046566751e-09,-1.1806454477827676e-09
-2.9607843137254903,-5.0,1.3384296875807552e-09,1.3354112136035628e-09,-1.3384293876439575e-09,-1.335410913666765e-09
-2.9215686274509802,-5.0,1.512092726144438e-09,1.5082005019128562e-09,-1.5120923910061471e-09,-1.5082001667745653e-09
-2.8823529411764706,-5.0,1.7055868504908102e-09,1.7008150919425596e-09,-1.7055867766892553e-09,-1.7008150181410047e-09
-2.843137254901961,-5.0,1.920796196070364e-09,1.9151943726160043e-09,-1.9207961123741867e-09,-1.9151942889198268e-09
-2.803921568627451,-5.0,2.15973389571496e-09,2.153418389392937e-09,-2.1597333805392466e-09,-2.1534178742172236e-09
-2.764705882352941,-5.0,2.424544629945939e-09,2.417708954118251e-09,-2.424544247148269e-09,-2.417708571320581e-09
-2.7254901960784315,-5.0,2.7175063625513546e-09,2.7104288627506928e-09,-2.7175058011239006e-09,-2.7104283013232388e-09
-2.686274509803922,-5.0,3.0410311398214186e-09,3.0340790021546405e-09,-3.0410309638926544e-09,-3.0340788262258763e-09
-2.6470588235294117,-5.0,3.3976648277922502e-09,3.3912931857551214e-09,-3.397663937975667e-09,-3.3912922959385383e-09
-2.607843137254902,-5.0,3.790085659044581e-09,3.7848306377039505e-09,-3.790083907888087e-09,-3.784828886547456e-09
-2.5686274509803924,-5.0,4.221101459236983e-09,4.2175661449747925e-09,-4.221100247523624e-09,-4.217564933261433e-09
