Multipole Moment (l),White Hole B-mode Anisotropy,Inflationary B-mode Spectrum
267.6553106212425,4.003371503372635e-06,8.77644855498285e-08
273.6472945891784,3.379745101632589e-06,8.283991831879792e-08
279.63927855711427,2.812579841381941e-06,7.828547884624223e-08
285.63126252505015,2.307217997519323e-06,7.406642483461386e-08
291.62324649298597,1.8656718572757912e-06,7.015190442156563e-08
297.61523046092185,1.4871156662256214e-06,6.651445256536933e-08
303.60721442885773,1.168468733293137e-06,6.312956109813004e-08
309.5991983967936,9.050077562744792e-07,5.997531047673683e-08
315.5911823647295,6.90955957141937e-07,5.703205339339362e-08
321.58316633266537,5.200095126058136e-07,5.4282142127688094e-08
327.57515030060125,3.857758792496273e-07,5.17096929160046e-08
333.5671342685371,2.8211209744827674e-07,4.930038174821869e-08
339.55911823647295,2.0336265751499915e-07,4.704126692809539e-08
345.55110220440883,1.4450523010453437e-07,4.492063449355763e-08
351.5430861723447,1.0121824008924342e-07,4.292786321829988e-08
357.5350701402806,6.98870737436552e-08,4.105330643271064e-08
363.5270541082165,4.7566126840348e-08,3.9288188330128154e-08
369.51903807615236,3.191255537958945e-08,3.7624512780401475e-08
375.5110220440882,2.1105139735604725e-08,3.605498296965107e-08
381.50300601202406,1.3758710764786488e-08,3.4572930433571945e-08
387.49498997995994,8.841584639609233e-09,3.3172252260127724e-08
393.4869739478958,5.600739006458448e-09,3.1847355412972175e-08
399.4789579158317,3.4972237580093723e-09,3.059310727504346e-08
405.4709418837676,2.1526050939350346e-09,2.94047916371157e-08
411.46292585170346,1.306075148317118e-09,2.8278069462437508e-08
417.4549098196393,7.811507008222514e-10,2.7208943849046713e-08
423.44689378757516,4.60536807670135e-10,2.6193728688483916e-08
429.43887775551104,2.6764351464533774e-10,2.5229020585556213e-08
435.4308617234469,1.5332464261169577e-10,2.4311673660282443e-08
441.4228456913828,8.658248701153848e-11,2.343877690164692e-08
447.4148296593187,4.819600163034315e-11,2.260763378451712e-08
453.40681362725456,2.644568514320486e-11,2.1815743897064506e-08
459.3987975951904,1.4304131508162596e-11,2.106078635711969e-08
465.39078156312627,7.626600966094878e-12,2.034060482281268e-08
471.38276553106215,4.00832947802845e-12,1.9653193926202013e-08
477.374749498998,2.0766277812411603e-12,1.8996686978892297e-08
483.3667334669339,1.0605148776379027e-12,1.8369344816313002e-08
489.3587174348698,5.338727201815118e-13,1.776954566274656e-08
495.35070140280567,2.649241519906592e-13,1.719577591266497e-08
501.3426853707415,1.2958902862333262e-13,1.664662173572457e-08
507.3346693386774,6.248528783780785e-14,1.6120761423106856e-08
513.3266533066133,2.9699570828219054e-14,1.561695840197168e-08
519.3186372745491,1.3915071144621139e-14,1.513405485277434e-08
525.310621242485,6.426633703040219e-15,1.4670965871232558e-08
