Frequency (Hz),White Hole SGWB,LISA Sensitivity
0.0002294676367231936,2.8115912484418733e-14,3.606736141488142e-34
0.00023590953305086364,2.6954814206716285e-14,3.2286293822206207e-34
0.0002425322741760353,2.5841198287414872e-14,2.8901608879142675e-34
0.00024934093699518806,2.4773129900910418e-14,2.5871752394429284e-34
0.0002563407409296515,2.3748752975433023e-14,2.3159526449257256e-34
0.00026353705192673927,2.2766286988781265e-14,2.0731632713861013e-34
0.0002709353865732052,2.1824023894411747e-14,1.8558263639842681e-34
0.0002785414163241769,2.0920325172580658e-14,1.661273650924728e-34
0.00028636097185081157,2.0053619001449916e-14,1.4871165847563805e-34
0.00029440004751000336,1.9222397543278042e-14,1.331217017882727e-34
0.0003026648059395692,1.8425214341014226e-14,1.1916609522618242e-34
0.000311161582782436,1.7660681820803995e-14,1.066735041017769e-34
0.00031989689154345377,1.6927468896097948e-14,9.549055534711229e-35
0.000328877428582551,1.622429866923088e-14,8.547995453394619e-35
0.00033811007824806853,1.5549946226505238e-14,7.651880029321593e-35
0.00034760191815419775,1.490323652297614e-14,6.849707543987607e-35
0.00035736022460657887,1.428304235328781e-14,6.131629627843583e-35
0.0003673924781802074,1.36882824050618e-14,5.488830350656707e-35
0.0003777063694539368,1.3117919391477806e-14,4.913417987254797e-35
0.0003883098049059605,1.2570958259826302e-14,4.398328129849856e-35
0.00039921091297480534,1.2046444472941717e-14,3.9372369574382824e-35
0.0004104180502904709,1.1543462360551815e-14,3.524483597475993e-35
0.0004219398080805024,1.1061133537698634e-14,3.1550006266528584e-35
0.00043378501875589886,1.0598615387502708e-14,2.8242518575162337e-35
0.00044596276268190954,1.0155099605652996e-14,2.5281766471422104e-35
0.0004584823751389096,9.729810804111216e-15,2.263140044125246e-35
0.0004713534534786907,9.32200517162189e-15,2.0258881618347557e-35
0.00048458586448164956,8.930969188717134e-15,1.8135082300506726e-35
0.0004981897519205165,8.556018394999211e-15,1.623392834526959e-35
0.000512175544336424,8.196496206574102e-15,1.453207905447799e-35
0.0005265539630332755,7.851772781595833e-15,1.3008640617668414e-35
0.0005413360302965381,7.521243931964501e-15,1.1644909596204866e-35
0.0005565330778427646,7.204330079300197e-15,1.0424143298874759e-35
0.0005721567555063251,6.900475253391552e-15,9.33135422982065e-36
0.0005882190401699955,6.609146131391229e-15,8.353126085221106e-36
0.0006047322449462648,6.32983111610028e-15,7.477449039687831e-36
0.0006217090286163827,6.062039451751533e-15,6.693572300171399e-36
0.0006391624053344006,5.8053003757660895e-15,5.991872117160621e-36
0.000657105754603627,5.559162305019766e-15,5.363733632733918e-36
0.0006755528315331639,5.323192055215222e-15,4.801445114895794e-36
