Frequency (Hz),White Hole Total SGWB,White Hole Polarized SGWB,Binary Black Hole Total SGWB,Binary Black Hole Polarized SGWB
0.00021117830444482443,3.190470217210717e-14,9.571410651632152e-15,1.027948736585882e-15,1.0279487365858822e-16
0.0002171067602537265,3.058870936914464e-14,9.17661281074339e-15,1.00885021352352e-15,1.00885021352352e-16
0.00022320164692952345,2.9326510040108014e-14,8.797953012032404e-15,9.900982876363974e-16,9.900982876363974e-17
0.0002294676367231936,2.8115912484418733e-14,8.43477374532562e-15,9.716865987660894e-16,9.716865987660894e-17
0.00023590953305086364,2.6954814206716285e-14,8.086444262014885e-15,9.5360890299674e-16,9.5360890299674e-17
0.0002425322741760353,2.5841198287414872e-14,7.752359486224461e-15,9.358590705330887e-16,9.358590705330887e-17
0.00024934093699518806,2.4773129900910418e-14,7.431938970273125e-15,9.184310836174958e-16,9.18431083617496e-17
0.0002563407409296515,2.3748752975433023e-14,7.124625892629907e-15,9.013190344852775e-16,9.013190344852776e-17
0.00026353705192673927,2.2766286988781265e-14,6.8298860966343795e-15,8.84517123357644e-16,8.845171233576441e-17
0.0002709353865732052,2.1824023894411747e-14,6.547207168323524e-15,8.680196564715689e-16,8.680196564715689e-17
0.0002785414163241769,2.0920325172580658e-14,6.276097551774197e-15,8.518210441459239e-16,8.518210441459239e-17
0.00028636097185081157,2.0053619001449916e-14,6.016085700434974e-15,8.359157988832165e-16,8.359157988832166e-17
0.00029440004751000336,1.9222397543278042e-14,5.766719262983412e-15,8.202985335062916e-16,8.202985335062916e-17
0.0003026648059395692,1.8425214341014226e-14,5.527564302304268e-15,8.049639593293723e-16,8.049639593293724e-17
0.000311161582782436,1.7660681820803995e-14,5.2982045462411984e-15,7.899068843628158e-16,7.899068843628158e-17
0.00031989689154345377,1.6927468896097948e-14,5.078240668829384e-15,7.751222115509732e-16,7.751222115509732e-17
0.000328877428582551,1.622429866923088e-14,4.8672896007692636e-15,7.606049370425706e-16,7.606049370425707e-17
0.00033811007824806853,1.5549946226505238e-14,4.664983867951572e-15,7.463501484930109e-16,7.463501484930109e-17
0.00034760191815419775,1.490323652297614e-14,4.4709709568928425e-15,7.323530233980396e-16,7.323530233980396e-17
0.00035736022460657887,1.428304235328781e-14,4.2849127059863435e-15,7.186088274581952e-16,7.186088274581952e-17
0.0003673924781802074,1.36882824050618e-14,4.1064847215185395e-15,7.051129129735092e-16,7.051129129735093e-17
0.0003777063694539368,1.3117919391477806e-14,3.935375817443342e-15,6.918607172678978e-16,6.918607172678979e-17
0.0003883098049059605,1.2570958259826302e-14,3.771287477947891e-15,6.788477611427282e-16,6.788477611427283e-17
0.00039921091297480534,1.2046444472941717e-14,3.613933341882515e-15,6.660696473590273e-16,6.660696473590273e-17
0.0004104180502904709,1.1543462360551815e-14,3.4630387081655444e-15,6.535220591478308e-16,6.535220591478308e-17
0.0004219398080805024,1.1061133537698634e-14,3.31834006130959e-15,6.412007587481606e-16,6.412007587481606e-17
0.00043378501875589886,1.0598615387502708e-14,3.179584616250812e-15,6.29101585972149e-16,6.29101585972149e-17
0.00044596276268190954,1.0155099605652996e-14,3.0465298816958985e-15,6.17220456796822e-16,6.172204567968221e-17
0.0004584823751389096,9.729810804111216e-15,2.9189432412333646e-15,6.055533619820651e-16,6.055533619820652e-17
0.0004713534534786907,9.32200517162189e-15,2.7966015514865672e-15,5.940963657143116e-16,5.940963657143115e-17
0.00048458586448164956,8.930969188717134e-15,2.6792907566151403e-15,5.828456042754992e-16,5.828456042754993e-17
0.0004981897519205165,8.556018394999211e-15,2.5668055184997633e-15,5.717972847368433e-16,5.717972847368433e-17
0.000512175544336424,8.196496206574102e-15,2.4589488619722304e-15,5.609476836769907e-16,5.609476836769908e-17
0.0005265539630332755,7.851772781595833e-15,2.35553183447875e-15,5.502931459241235e-16,5.502931459241235e-17
0.0005413360302965381,7.521243931964501e-15,2.2563731795893504e-15,5.398300833215935e-16,5.398300833215935e-17
0.0005565330778427646,7.204330079300197e-15,2.161299023790059e-15,5.295549735166736e-16,5.295549735166736e-17
0.0005721567555063251,6.900475253391552e-15,2.0701425760174654e-15,5.194643587720128e-16,5.1946435877201284e-17
0.0005882190401699955,6.609146131391229e-15,1.9827438394173687e-15,5.095548447994121e-16,5.095548447994121e-17
0.0006047322449462648,6.32983111610028e-15,1.898949334830084e-15,4.998230996155147e-16,4.9982309961551466e-17
0.0006217090286163827,6.062039451751533e-15,1.8186118355254597e-15,4.902658524190422e-16,4.9026585241904225e-17
0.0006391624053344006,5.8053003757660895e-15,1.7415901127298267e-15,4.808798924891903e-16,4.808798924891903e-17
0.000657105754603627,5.559162305019766e-15,1.6677486915059297e-15,4.71662068104825e-16,4.7166206810482496e-17
0.0006755528315331639,5.323192055215222e-15,1.5969576165645664e-15,4.626092854841128e-16,4.626092854841128e-17
0.0006945177773823697,5.096974092013151e-15,1.5290922276039452e-15,4.537185077442323e-16,4.537185077442323e-17
