Multipole Moment (l),White Hole Detection Ratio (CMB-S4)
968.7174348697396,2.9004908587817745e-50
974.7094188376755,1.5527746640261026e-51
980.7014028056113,-5.0341496468199025e-52
986.6933867735472,1.536661280387386e-51
992.685370741483,9.344068755900735e-54
998.6773547094189,-2.0662103145075467e-54
1004.6693386773547,-5.014045080621155e-56
1010.6613226452906,-1.3148461098250472e-55
1016.6533066132265,1.5381582948559125e-56
1022.6452905811624,2.3161622161219467e-58
1028.6372745490983,1.217524418749698e-58
1034.629258517034,-1.2318708704242797e-59
1040.62124248497,-6.890992025367783e-61
1046.6132264529058,1.7406077147839162e-61
1052.6052104208418,-6.733675043853299e-62
1058.5971943887776,-1.420889870472307e-63
1064.5891783567135,-7.592336386830661e-64
1070.5811623246493,-3.841133650880762e-65
1076.5731462925853,-8.186177042609104e-66
1082.565130260521,-8.793562337536982e-67
1088.557114228457,-7.365057114669044e-68
1094.5490981963928,2.464396908613996e-68
1100.5410821643288,-4.216464777394571e-70
1106.5330661322646,2.7865127018949387e-70
1112.5250501002006,-4.815936791363331e-72
1118.5170340681364,3.9170063621706947e-72
1124.5090180360721,4.407917568695754e-73
1130.5010020040081,-6.296148278706945e-74
1136.4929859719439,1.6012041738541534e-74
1142.4849699398799,2.0194067598252348e-76
1148.4769539078156,1.252423550854726e-77
1154.4689378757516,1.455116785894363e-78
1160.4609218436874,1.325194768809028e-79
1166.4529058116234,5.942875564162252e-81
1172.4448897795592,1.8899792239313464e-81
1178.4368737474952,-1.6079064244802718e-81
1184.428857715431,-4.7774233173022744e-83
1190.420841683367,-5.894745424165245e-84
1196.4128256513027,2.503612201639756e-84
1202.4048096192387,3.0027731229442284e-86
1208.3967935871744,-4.819377935822867e-88
1214.3887775551102,1.1383070999761617e-88
1220.3807615230462,-1.2778369045598553e-89
1226.372745490982,-3.7534473434598117e-91
1232.364729458918,-2.2519625917122004e-90
1238.3567134268537,6.0138520026773e-93
1244.3486973947897,-8.315041498677442e-93
1250.3406813627255,4.2396155799395196e-95
1256.3326653306615,-1.0907689338728111e-96
1262.3246492985973,-2.518976351223868e-97
1268.3166332665332,-1.3220629641980172e-98
1274.308617234469,-1.8086335818260889e-99
1280.300601202405,-3.282522783177679e-101
1286.2925851703408,-7.481660451254249e-102
1292.2845691382765,-3.8805073278505344e-103
1298.2765531062125,-2.779021951128534e-104
1304.2685370741483,7.013966528541663e-105
1310.2605210420843,-9.72556596133043e-107
1316.25250501002,1.1041113696617825e-107
1322.244488977956,-1.2227662912771111e-108
1328.2364729458918,-9.342585542839892e-110
1334.2284569138278,-6.405343494708459e-110
1340.2204408817636,5.9698525072014105e-112
1346.2124248496996,-1.2764924124714125e-113
1352.2044088176353,-5.3217758776617444e-114
1358.1963927855713,-4.4588995175074357e-116
1364.188376753507,7.682733649805388e-117
1370.180360721443,-1.9212870114549209e-118
1376.1723446893789,-1.1846094075819891e-119
1382.1643286573146,1.5130975254035326e-120
1388.1563126252506,-9.25361752343371e-121
1394.1482965931864,-3.1735197276465525e-123
1400.1402805611224,1.8265052217586433e-124
1406.1322645290581,1.3066291526974345e-125
1412.1242484969941,4.1930888892325745e-127
1418.11623246493,3.262949055981275e-128
1424.108216432866,4.268668072707874e-129
1430.1002004008017,-6.348987906618678e-131
1436.0921843687377,5.7577043769981e-132
1442.0841683366734,-4.9711067005648704e-133
1448.0761523046094,-2.343393619097702e-133
1454.0681362725452,-3.792602848281563e-135
1460.060120240481,-1.2894950543816801e-137
1466.052104208417,-9.389188594825106e-139
1472.0440881763527,1.4823168039325862e-139
1478.0360721442887,6.615147314524429e-141
1484.0280561122245,-7.426289864432452e-142
1490.0200400801605,1.3549349060240407e-143
1496.0120240480962,-5.061773814782794e-145
1502.0040080160322,-7.782805831335211e-147
1507.995991983968,5.383928641681979e-148
1513.987975951904,8.165065036132703e-149
1519.9799599198398,2.600481007597738e-150
1525.9719438877758,-2.1025730350088965e-151
1531.9639278557115,-1.9260210713362243e-153
1537.9559118236475,-3.2196235144731276e-154
1543.9478957915833,-9.482407717262782e-156
1549.939879759519,1.591747715919939e-157
1555.931863727455,-4.613347567137615e-159
1561.9238476953908,7.176706029799377e-161
1567.9158316633268,-5.333138577706652e-162
1573.9078156312626,-2.8569310670265036e-163
1579.8997995991986,7.632570262230185e-165
1585.8917835671343,-3.3219002416168015e-166
1591.8837675350703,5.808640739076573e-167
1597.875751503006,3.5132147492804814e-169
1603.867735470942,7.213332176545617e-171
1609.8597194388778,-6.904339897563413e-172
1615.8517034068138,5.672725601869119e-173
1621.8436873747496,-7.953724278111732e-175
1627.8356713426856,1.1054230486900854e-176
1633.8276553106214,2.631177065724842e-178
1639.8196392785571,1.9713096557648326e-179
1645.8116232464931,-1.5517642735023045e-180
1651.803607214429,1.4489542642800183e-182
1657.795591182365,1.844001081608161e-183
1663.7875751503007,5.994293348547029e-185
1669.7795591182366,-2.1324966213987897e-186
1675.7715430861724,7.733422016743907e-189
1681.7635270541084,-8.439807731917675e-190
1687.7555110220442,-1.3520427288122152e-191
1693.7474949899802,8.37885643467941e-193
1699.739478957916,1.487655576384354e-194
1705.731462925852,1.9634906043283256e-194
