Frequency (Hz),Total SGWB,Polarized SGWB
0.0009160598475443709,3.2910179782033132e-15,9.87305393460994e-16
0.000941776600686952,3.149033771620829e-15,9.447101314862488e-16
0.0009682153059967086,3.0129576528258197e-15,9.038872958477459e-16
0.0009953962309984233,2.8825477020571527e-15,8.647643106171458e-16
0.0010233402121916423,2.757571863461885e-15,8.272715590385655e-16
0.0010520686710236227,2.6378075434586496e-15,7.913422630375948e-16
0.0010816036303107094,2.523041225440662e-15,7.569123676321986e-16
0.0011119677311206989,2.413068100153676e-15,7.239204300461028e-16
0.0011431842501291502,2.307691711111006e-15,6.923075133333017e-16
0.0011752771174629451,2.206723614433807e-15,6.620170843301421e-16
0.001208270935044776,2.109983052529655e-15,6.329949157588965e-16
0.0012421909954526173,2.017296641046384e-15,6.051889923139152e-16
0.0012770633013086446,1.928498068560988e-15,5.785494205682964e-16
0.0013129145852124654,1.8434278084853986e-15,5.530283425456196e-16
0.0013497723302339417,1.7619328426920244e-15,5.285798528076073e-16
0.0013876647909813085,1.6838663963821931e-15,5.051599189146579e-16
0.0014266210152607385,1.6090876837399885e-15,4.827263051219965e-16
0.0014666708663439686,1.5374616639326044e-15,4.612384991797813e-16
0.001507845045861051,1.4688588070362018e-15,4.406576421108605e-16
0.0015501751173357704,1.403154869483404e-15,4.209464608450212e-16
0.001593693530381776,1.3402306786449476e-15,4.0206920359348427e-16
0.0016384336455779846,1.279971926173804e-15,3.8399157785214116e-16
0.001684429760042315,1.2222689697552076e-15,3.666806909265623e-16
0.0017317171337233527,1.167016642920545e-15,3.5010499287616354e-16
0.0017803320164301137,1.1141140725969531e-15,3.3423422177908594e-16
0.0018303116756206129,1.06346450407785e-15,3.1903935122335496e-16
0.0018816944249705557,1.014975133112424e-15,3.044925399337272e-16
0.0019345196537440444,9.685569448243949e-16,2.9056708344731845e-16
0.0019888278569888096,9.241245591821744e-16,2.772373677546523e-16
0.0020446606665791177,8.815960827538349e-16,2.6447882482615046e-16
0.002102060883130158,8.408929664911572e-16,2.5226788994734717e-16
0.0021610725088083765,8.019398692974559e-16,2.4058196078923675e-16
0.0022217407810628848,7.646645271438592e-16,2.2939935814315776e-16
0.0022841122073038256,7.289976275083024e-16,2.186992882524907e-16
0.0023482346005542763,6.948726889206845e-16,2.0846180667620534e-16
0.002414157116103018,6.622259454064699e-16,1.9866778362194097e-16
0.002481930289186255,6.309962356294919e-16,1.8929887068884756e-16
0.0025516060737271863,6.011248965427961e-16,1.8033746896283881e-16
0.0026232378821631234,5.725556613641958e-16,1.7176669840925874e-16
0.0026968806263906924,5.452345617006586e-16,1.635703685101976e-16
0.002772590759860481,5.191098336528385e-16,1.5573295009585153e-16
0.0028504263208534346,4.941318277379237e-16,1.4823954832137709e-16
0.0029304469769721444,4.702529224756038e-16,1.4107587674268113e-16
0.003012714070881164,4.474274414882625e-16,1.3422823244647876e-16
0.0030972906673314067,4.2561157397261087e-16,1.2768347219178325e-16
0.003184241601504653,4.047632984057962e-16,1.2142898952173887e-16
0.0032736335287152475,3.848423093546207e-16,1.154526928063862e-16
0.0033655349755070943,3.658099472618676e-16,1.0974298417856026e-16
0.003460016392185109,3.476291310889014e-16,1.0428873932667041e-16
0.0035571502068213858,3.3026429369864785e-16,9.907928810959435e-17
0.003657010880777493,3.1368131986780097e-16,9.410439596034028e-17
0.003759674965785468,2.9784748682165925e-16,8.935424604649777e-17
0.003865221162631262,2.8273140718937123e-16,8.481942215681137e-17
0.003973730381485609,2.68302974281558e-16,8.04908922844674e-17
0.004085285803928565,2.545333095963062e-16,7.635999287889186e-17
0.004199972946715306,2.4139471246338256e-16,7.241841373901477e-17
0.004317879727332021,2.2886061174023566e-16,6.865818352207069e-17
0.004439096531392171,2.169055194769015e-16,6.507165584307045e-17
0.0045637162819247585,2.0550498647034362e-16,6.165149594110309e-17
0.004691834510607799,1.946355596320265e-16,5.839066788960795e-17
0.004823549431001467,1.842747410956801e-16,5.528242232870402e-17
0.004958962013837212,1.7440094899520475e-16,5.2320284698561423e-17
0.005098176064420424,1.6499347984558135e-16,4.9498043953674405e-17
0.0052412983022060615,1.5603247246241168e-16,4.68097417387235e-17
0.005388438442608223,1.474988733583791e-16,4.4249662007513733e-17
0.005539709281106401,1.3937440355747904e-16,4.181232106724371e-17
0.005695226779712825,1.316415267703133e-16,3.949245803109399e-17
0.005855110155867244,1.2428341887609182e-16,3.7285025662827544e-17
0.006019481973827274,1.1728393865923708e-16,3.518518159777112e-17
0.006188468238624382,1.106275997506482e-16,3.318827992519446e-17
0.006362198492657489,1.0429954372574855e-16,3.128986311772456e-17
0.006540805914998259,9.828551431342629e-17,2.948565429402788e-17
0.006724427423484249,9.2571832671871e-17,2.77715498015613e-17
0.006913203779678127,8.714537368913665e-17,2.6143612106740994e-17
0.007107279696773419,8.199354326799717e-17,2.4598062980399148e-17
0.007306803950529507,7.710425655632848e-17,2.3131276966898543e-17
0.007511929493320969,7.246591708584409e-17,2.1739775125753226e-17
0.007722813571388642,6.806739678353556e-17,2.0420219035060667e-17
0.007939617845382276,6.389801682162582e-17,1.9169405046487744e-17
