Frequency (Hz),SGWB Anisotropy,CMB B-mode Correlation,Cross-Correlation
0.0005265539630332755,3.9258863907979167e-16,5.611665848224647e-20,2.203076258325059e-35
0.0005413360302965381,3.760621965982251e-16,5.054107468290344e-20,1.9006587563687611e-35
0.0005565330778427646,3.6021650396500986e-16,4.545654218728176e-20,1.6374196709040617e-35
0.0005721567555063251,3.4502376266957763e-16,4.0825424605478506e-20,1.4085741609965352e-35
0.0005882190401699955,3.304573065695615e-16,3.661255823538755e-20,1.2098887381087388e-35
0.0006047322449462648,3.16491555805014e-16,3.2785111642826245e-20,1.0376210991079158e-35
0.0006217090286163827,3.0310197258757665e-16,2.931245269251903e-20,8.88466223248254e-36
0.0006391624053344006,2.902650187883045e-16,2.616602260780991e-20,7.595081043871144e-36
0.000657105754603627,2.7795811525098835e-16,2.3319216661301703e-20,6.481765512304866e-36
0.0006755528315331639,2.661596027607611e-16,2.0747271121795106e-20,5.5220854401467964e-36
0.0006945177773823697,2.5484870460065753e-16,1.8427156105016726e-20,4.6961368628376106e-36
0.0007140151304013404,2.4400549063151936e-16,1.6337473996706184e-20,3.986433358245982e-36
0.0007340598369757212,2.336108428332677e-16,1.4458363136746587e-20,3.377630398364819e-36
0.0007546672630843886,2.236464222480937e-16,1.277140647220339e-20,2.856279364584436e-36
0.0007758532060787836,2.1409463726853029e-16,1.125954490542136e-20,2.410608182334914e-36
0.0007976339067929281,2.0493861321568963e-16,9.906995080752673e-21,2.030325832984112e-36
0.0008200260619934131,1.9616216315517402e-16,8.699171370077383e-21,1.7064482736119382e-36
0.0008430468371788967,1.8774975990030806e-16,7.62261183305678e-21,1.4311435414696577e-36
0.0008667138797389233,1.7968650915438739e-16,6.664907943045598e-21,1.197594042121212e-36
0.0008910453324821513,1.7195812374560058e-16,5.814637883799594e-21,9.998742207582677e-37
0.0009160598475443709,1.6455089891016568e-16,5.061303235562515e-21,8.328419970687419e-37
0.000941776600686952,1.5745168858104147e-16,4.395268881811216e-21,6.920425072088819e-37
0.0009682153059967086,1.5064788264129098e-16,3.807705979884071e-21,5.736228435901174e-37
0.0009953962309984233,1.4412738510285764e-16,3.2905378499268307e-21,4.742566158919335e-37
0.0010233402121916423,1.3787859317309425e-16,2.8363886470599703e-21,3.910772763487649e-37
0.0010520686710236227,1.318903771729325e-16,2.438534691412223e-21,3.216192601996386e-37
0.0010816036303107094,1.261520612720331e-16,2.0908583396747426e-21,2.6376608937778952e-37
0.0011119677311206989,1.206534050076838e-16,1.7878042901191026e-21,2.157046750902147e-37
0.0011431842501291502,1.1538458555555031e-16,1.5243382205913866e-21,1.7588513382942217e-37
