Time (s),Observed Photon Flux,Approx. Photon Energy (MeV),Predicted Time Delay (s)
240.8014,1.892596036e-09,0.0018925960359999997,8.032270111344829e-07
241.90550000000002,1.78540764e-09,0.00178540764,8.069098923095658e-07
242.7942,2.16005136e-09,0.00216005136,8.098742764235917e-07
243.53589999999997,2.3350485e-09,0.0023350485,8.123483213176763e-07
244.4835,1.695410128e-09,0.001695410128,8.15509174683774e-07
245.50150000000002,1.790636568e-09,0.001790636568,8.189048571728913e-07
246.39780000000002,1.8646835e-09,0.0018646835000000002,8.218945921581524e-07
247.49450000000002,1.487963588e-09,0.0014879635880000002,8.255527895901905e-07
248.74149999999997,1.378995904e-09,0.001378995904,8.297123338573113e-07
249.84890000000001,1.774618348e-09,0.001774618348,8.334062226475358e-07
250.829,1.800385984e-09,0.001800385984,8.366754843445729e-07
251.8868,1.821012268e-09,0.001821012268,8.402039253435789e-07
252.8985,1.644523844e-09,0.001644523844,8.435785932946986e-07
253.9425,1.636983052e-09,0.001636983052,8.470610024485673e-07
254.94490000000002,1.837594036e-09,0.0018375940360000002,8.504046489388336e-07
256.0385,1.636178492e-09,0.001636178492,8.540525058839206e-07
257.0455,1.594797408e-09,0.0015947974080000001,8.57411496322566e-07
258.006,2.214228864e-09,0.0022142288640000004,8.60615379456944e-07
258.93149999999997,1.747805496e-09,0.001747805496,8.63702515158003e-07
260.1945,1.354083736e-09,0.0013540837360000002,8.679154296803558e-07
261.4395,1.544854524e-09,0.0015448545239999999,8.720683026655727e-07
262.5585,1.6361671e-09,0.0016361671,8.7580088489084e-07
263.7895,1.234368768e-09,0.001234368768,8.799070589027292e-07
265.0195,1.494507936e-09,0.001494507936,8.840098972736665e-07
266.0623,2.025675956e-09,0.002025675956,8.874883036583929e-07
267.0264,1.840907328e-09,0.001840907328,8.907041951001984e-07
268.2235,1.195190256e-09,0.0011951902560000001,8.946972908838154e-07
269.6005,1.397269028e-09,0.001397269028,8.992904684746939e-07
270.9505,1.256688188e-09,0.001256688188,9.037935837598689e-07
272.1895,1.310778116e-09,0.001310778116,9.079264428993741e-07
273.6045,1.346885772e-09,0.0013468857719999999,9.126463748464279e-07
275.1525,8.84936256e-10,0.000884936256,9.178099470400953e-07
277.15749999999997,1.122394308e-09,0.001122394308,9.244979071488182e-07
278.5175,1.106468292e-09,0.001106468292,9.290343788435131e-07
280.10949999999997,1.18496024e-09,0.00118496024,9.343447192390676e-07
281.8505,1.020357588e-09,0.001020357588,9.401520701364676e-07
283.2635,1.093554748e-09,0.0010935547479999999,9.448653308016175e-07
285.0055,1.140553156e-09,0.001140553156,9.506760173399692e-07
286.62149999999997,1.004595688e-09,0.001004595688,9.560664131183712e-07
288.4115,8.42894436e-10,0.0008428944360000001,9.620372104224182e-07
290.3095,1.089429064e-09,0.001089429064,9.683682569492793e-07
291.8795,1.103458312e-09,0.0011034583120000001,9.736052132438903e-07
293.5685,1.047398992e-09,0.001047398992,9.79239110811787e-07
295.2195,1.128560584e-09,0.0011285605839999999,9.847462540235085e-07
296.8945,8.77877488e-10,0.000877877488,9.903334526180775e-07
298.7845,9.37571924e-10,0.000937571924,9.966378140173225e-07
300.7865,8.5731386e-10,0.00085731386,1.0033157672031896e-06
302.7735,9.16731684e-10,0.000916731684,1.009943685774777e-06
304.7305,8.7595402e-10,0.00087595402,1.0164715351178048e-06
306.9495,8.09571412e-10,0.000809571412,1.0238733223902516e-06
308.7205,9.273355e-10,0.0009273355,1.029780742516211e-06
310.6255,9.18791856e-10,0.000918791856,1.0361351385297358e-06
312.3195,9.74136328e-10,0.000974136328,1.0417857143023924e-06
314.3145,8.5945164e-10,0.00085945164,1.0484403180015957e-06
316.4105,7.29852688e-10,0.000729852688,1.055431821436949e-06
318.5215,8.13740884e-10,0.000813740884,1.062473359486582e-06
320.5805,8.03838744e-10,0.000803838744,1.0693414442067117e-06
323.1565,6.41310504e-10,0.0006413105039999999,1.0779340552990162e-06
325.6875,7.13513712e-10,0.000713513712,1.0863765625484816e-06
327.6135,8.12496308e-10,0.000812496308,1.0928010070219978e-06
329.5475,8.87230676e-10,0.000887230676,1.0992521366231302e-06
331.5945,9.18562592e-10,0.0009185625920000001,1.1060801936518362e-06
333.7315,7.783762e-10,0.0007783762,1.1132084583662208e-06
336.1175,4.83387836e-10,0.000483387836,1.1211672976776488e-06
339.2575,6.86455932e-10,0.000686455932,1.1316412102668707e-06
341.8985,6.44147824e-10,0.0006441478239999999,1.1404506380210539e-06
344.6715,6.41201212e-10,0.000641201212,1.1497003703808985e-06
347.4125,5.25765008e-10,0.0005257650080000001,1.15884336223028e-06
349.9465,4.88244744e-10,0.00048824474399999994,1.1672958764026012e-06
353.1795,4.96505368e-10,0.000496505368,1.1780800036003575e-06
356.3605,4.83870572e-10,0.00048387057200000006,1.1886906774686107e-06
359.4595,4.77908284e-10,0.00047790828400000004,1.1990278287788013e-06
363.2215,4.25428188e-10,0.000425428188,1.2115765100401558e-06
366.6565,3.86208736e-10,0.000386208736,1.2230344367102123e-06
4440.4665,7.42093036e-12,7.42093036e-06,1.4811801903302051e-05
4582.264499999999,6.8743956e-12,6.8743956e-06,1.5284789119011124e-05
4716.7125,5.38588128e-12,5.38588128e-06,1.5733259373723135e-05
4888.862499999999,7.85205348e-12,7.852053479999999e-06,1.6307489963606754e-05
5119.5785,8.95623732e-12,8.95623732e-06,1.7077075701484123e-05
5279.7685,7.36769056e-12,7.36769056e-06,1.7611412025582043e-05
5414.050499999999,9.05023556e-12,9.05023556e-06,1.8059328563896025e-05
5513.6865,8.17876892e-12,8.17876892e-06,1.8391678485787658e-05
5647.5785,7.29456816e-12,7.29456816e-06,1.8838294124130367e-05
5773.6224999999995,8.23409132e-12,8.23409132e-06,1.9258731652281923e-05
5884.942499999999,8.73130584e-12,8.73130584e-06,1.9630055203056505e-05
6016.4475,7.3884596e-12,7.3884596000000005e-06,2.006870866644684e-05
6149.172500000001,7.41457932e-12,7.41457932e-06,2.051143161179859e-05
6278.244500000001,5.95432428e-12,5.954324280000001e-06,2.094196946075275e-05
6415.8415,9.35525992e-12,9.35525992e-06,2.1400943648822546e-05
10191.085500000001,1.088283456e-11,1.088283456e-05,3.3993802138945074e-05
